time,file,algorithm,computed_hash
2025-11-20T16:54:55.533726Z,/home/yasir/laptopkali/bash.sh,sha256,44179d4e6cd4cc2bff3a8134bf867b2408e8b6b1cd94a769d540106d4c5a0134
2025-11-20T16:55:32.984424Z,/home/yasir/laptopkali/bash.sh,sha256,b915e5a37169d73693655f33306aa8adaec6eb059670eedbda5c20c284a6c8b2
2025-11-20T16:55:52.106274Z,/home/yasir/laptopkali/bash.sh,sha256,b915e5a37169d73693655f33306aa8adaec6eb059670eedbda5c20c284a6c8b2,b915e5a37169d73693655f33306aa8adaec6eb059670eedbda5c20c284a6c8b2,True
2025-11-20T16:56:36.633809Z,/home/yasir/laptopkali/bash.sh,sha256,464e139ea2aff97ec0dec2d6508d8ca19ec74dbd96aed10b43f0bfdf15e24eca
2025-11-20T16:56:40.434762Z,/home/yasir/laptopkali/bash.sh,sha256,464e139ea2aff97ec0dec2d6508d8ca19ec74dbd96aed10b43f0bfdf15e24eca,b915e5a37169d73693655f33306aa8adaec6eb059670eedbda5c20c284a6c8b2,False
2025-11-21T05:24:30.658397Z,/home/yasir/laptopkali/Fprojects/monitor_log.csv,sha256,c5afdcf08249cf00e223a62606dfd60c29179b50ea68864b38561c67e2b82ef3
2025-11-21T05:24:55.574888Z,/home/yasir/laptopkali/Fprojects/monitor_log.csv,sha256,c5afdcf08249cf00e223a62606dfd60c29179b50ea68864b38561c67e2b82ef3
2025-11-21T05:24:59.266521Z,/home/yasir/laptopkali/Fprojects/monitor_log.csv,sha256,c5afdcf08249cf00e223a62606dfd60c29179b50ea68864b38561c67e2b82ef3,c5afdcf08249cf00e223a62606dfd60c29179b50ea68864b38561c67e2b82ef3,True
2025-11-21T05:25:30.607163Z,/home/yasir/laptopkali/Fprojects/monitor_log.csv,sha256,c5afdcf08249cf00e223a62606dfd60c29179b50ea68864b38561c67e2b82ef3,c5afdcf08249cf00e223a62606dfd60c29179b50ea68864b38561c67e2b82ef3,True
2025-11-21T05:25:31.712194Z,/home/yasir/laptopkali/Fprojects/monitor_log.csv,sha256,c5afdcf08249cf00e223a62606dfd60c29179b50ea68864b38561c67e2b82ef3,c5afdcf08249cf00e223a62606dfd60c29179b50ea68864b38561c67e2b82ef3,True
2025-11-21T05:25:32.387351Z,/home/yasir/laptopkali/Fprojects/monitor_log.csv,sha256,c5afdcf08249cf00e223a62606dfd60c29179b50ea68864b38561c67e2b82ef3,c5afdcf08249cf00e223a62606dfd60c29179b50ea68864b38561c67e2b82ef3,True
2025-11-21T05:25:32.567379Z,/home/yasir/laptopkali/Fprojects/monitor_log.csv,sha256,c5afdcf08249cf00e223a62606dfd60c29179b50ea68864b38561c67e2b82ef3,c5afdcf08249cf00e223a62606dfd60c29179b50ea68864b38561c67e2b82ef3,True
2025-11-21T05:25:39.830726Z,/home/yasir/laptopkali/Fprojects/monitor_log.csv,sha256,a223a89f055a36986131933fd989645f9a3376f9491ab86e884ef54be4119dfb
2025-11-21T05:25:55.838036Z,/home/yasir/laptopkali/Fprojects/monitor_log.csv,sha256,c5afdcf08249cf00e223a62606dfd60c29179b50ea68864b38561c67e2b82ef3
2025-11-21T05:25:58.777894Z,/home/yasir/laptopkali/Fprojects/monitor_log.csv,sha256,c5afdcf08249cf00e223a62606dfd60c29179b50ea68864b38561c67e2b82ef3,a223a89f055a36986131933fd989645f9a3376f9491ab86e884ef54be4119dfb,False
